Domaine,Zone,Élément,Produit,Année,Unité,Valeur
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Production","Alcool éthylique non dénaturé d'un titre alcoométrique volumique de 80 % vol ou plus","2017","tonnes","85088.6"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Importations - Quantité","Alcool éthylique non dénaturé d'un titre alcoométrique volumique de 80 % vol ou plus","2017","tonnes","961770.85"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Variation de stock","Alcool éthylique non dénaturé d'un titre alcoométrique volumique de 80 % vol ou plus","2017","tonnes","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Exportations - Quantité","Alcool éthylique non dénaturé d'un titre alcoométrique volumique de 80 % vol ou plus","2017","tonnes","380108.74"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Autres utilisations (non alimentaire)","Alcool éthylique non dénaturé d'un titre alcoométrique volumique de 80 % vol ou plus","2017","tonnes","666750.71"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Résidus","Alcool éthylique non dénaturé d'un titre alcoométrique volumique de 80 % vol ou plus","2017","tonnes","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Stocks d'ouverture","Alcool éthylique non dénaturé d'un titre alcoométrique volumique de moins de 80 % vol; eaux-de-vie, liqueurs et autres boissons spiritueuses","2017","tonnes","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Production","Alcool éthylique non dénaturé d'un titre alcoométrique volumique de moins de 80 % vol; eaux-de-vie, liqueurs et autres boissons spiritueuses","2017","tonnes","561161.27"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Importations - Quantité","Alcool éthylique non dénaturé d'un titre alcoométrique volumique de moins de 80 % vol; eaux-de-vie, liqueurs et autres boissons spiritueuses","2017","tonnes","317533.48"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Variation de stock","Alcool éthylique non dénaturé d'un titre alcoométrique volumique de moins de 80 % vol; eaux-de-vie, liqueurs et autres boissons spiritueuses","2017","tonnes","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Exportations - Quantité","Alcool éthylique non dénaturé d'un titre alcoométrique volumique de moins de 80 % vol; eaux-de-vie, liqueurs et autres boissons spiritueuses","2017","tonnes","248993.41"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Résidus","Alcool éthylique non dénaturé d'un titre alcoométrique volumique de moins de 80 % vol; eaux-de-vie, liqueurs et autres boissons spiritueuses","2017","tonnes","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire en quantité (tonnes)","Alcool éthylique non dénaturé d'un titre alcoométrique volumique de moins de 80 % vol; eaux-de-vie, liqueurs et autres boissons spiritueuses","2017","tonnes","629701.34"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire (Kcal/personne/jour)","Alcool éthylique non dénaturé d'un titre alcoométrique volumique de moins de 80 % vol; eaux-de-vie, liqueurs et autres boissons spiritueuses","2017","Kcal/personne/jour","59.09"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire en quantité (g/personne/jour)","Alcool éthylique non dénaturé d'un titre alcoométrique volumique de moins de 80 % vol; eaux-de-vie, liqueurs et autres boissons spiritueuses","2017","g/personne/jour","20.88"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité de protéines en quantité (g/personne/jour)","Alcool éthylique non dénaturé d'un titre alcoométrique volumique de moins de 80 % vol; eaux-de-vie, liqueurs et autres boissons spiritueuses","2017","g/personne/jour","0.06"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité de matière grasse en quantité (g/personne/jour)","Alcool éthylique non dénaturé d'un titre alcoométrique volumique de moins de 80 % vol; eaux-de-vie, liqueurs et autres boissons spiritueuses","2017","g/personne/jour","0.46"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Calories/Année","Alcool éthylique non dénaturé d'un titre alcoométrique volumique de moins de 80 % vol; eaux-de-vie, liqueurs et autres boissons spiritueuses","2017","million kcal","1782054.81"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Protéines/Année","Alcool éthylique non dénaturé d'un titre alcoométrique volumique de moins de 80 % vol; eaux-de-vie, liqueurs et autres boissons spiritueuses","2017","tonnes","1889.1"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Matière Grasse/Année","Alcool éthylique non dénaturé d'un titre alcoométrique volumique de moins de 80 % vol; eaux-de-vie, liqueurs et autres boissons spiritueuses","2017","tonnes","13853.43"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Stocks d'ouverture","Aliments pour enfants","2017","tonnes","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Importations - Quantité","Aliments pour enfants","2017","tonnes","94824.66"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Variation de stock","Aliments pour enfants","2017","tonnes","1770.24"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Exportations - Quantité","Aliments pour enfants","2017","tonnes","93054.42"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Résidus","Aliments pour enfants","2017","tonnes","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire en quantité (tonnes)","Aliments pour enfants","2017","tonnes","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire (Kcal/personne/jour)","Aliments pour enfants","2017","Kcal/personne/jour","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire en quantité (g/personne/jour)","Aliments pour enfants","2017","g/personne/jour","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité de protéines en quantité (g/personne/jour)","Aliments pour enfants","2017","g/personne/jour","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité de matière grasse en quantité (g/personne/jour)","Aliments pour enfants","2017","g/personne/jour","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Calories/Année","Aliments pour enfants","2017","million kcal","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Protéines/Année","Aliments pour enfants","2017","tonnes","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Matière Grasse/Année","Aliments pour enfants","2017","tonnes","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Stocks d'ouverture","Aliments, préparations de farines, semoules ou extraits de malt","2017","tonnes","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Importations - Quantité","Aliments, préparations de farines, semoules ou extraits de malt","2017","tonnes","85587.73"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Variation de stock","Aliments, préparations de farines, semoules ou extraits de malt","2017","tonnes","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Exportations - Quantité","Aliments, préparations de farines, semoules ou extraits de malt","2017","tonnes","394237.57"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Résidus","Aliments, préparations de farines, semoules ou extraits de malt","2017","tonnes","-308650"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Stocks d'ouverture","Aliments, préparations nda","2017","tonnes","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Importations - Quantité","Aliments, préparations nda","2017","tonnes","1008206.76"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Variation de stock","Aliments, préparations nda","2017","tonnes","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Exportations - Quantité","Aliments, préparations nda","2017","tonnes","1238568.58"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Résidus","Aliments, préparations nda","2017","tonnes","-230362"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire en quantité (tonnes)","Aliments, préparations nda","2017","tonnes","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire (Kcal/personne/jour)","Aliments, préparations nda","2017","Kcal/personne/jour","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire en quantité (g/personne/jour)","Aliments, préparations nda","2017","g/personne/jour","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité de protéines en quantité (g/personne/jour)","Aliments, préparations nda","2017","g/personne/jour","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité de matière grasse en quantité (g/personne/jour)","Aliments, préparations nda","2017","g/personne/jour","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Calories/Année","Aliments, préparations nda","2017","million kcal","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Protéines/Année","Aliments, préparations nda","2017","tonnes","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Matière Grasse/Année","Aliments, préparations nda","2017","tonnes","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Stocks d'ouverture","Alpiste","2017","tonnes","252"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Importations - Quantité","Alpiste","2017","tonnes","2504.31"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Variation de stock","Alpiste","2017","tonnes","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Exportations - Quantité","Alpiste","2017","tonnes","363.22"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Aliments pour animaux","Alpiste","2017","tonnes","2141.09"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Résidus","Alpiste","2017","tonnes","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Stocks d'ouverture","Amandes non décortiquées","2017","tonnes","1681.59"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Importations - Quantité","Amandes non décortiquées","2017","tonnes","1352.7"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Variation de stock","Amandes non décortiquées","2017","tonnes","46.88"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Exportations - Quantité","Amandes non décortiquées","2017","tonnes","275.48"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Loss","Amandes non décortiquées","2017","tonnes","35.43"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Résidus","Amandes non décortiquées","2017","tonnes","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire en quantité (tonnes)","Amandes non décortiquées","2017","tonnes","994.91"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire (Kcal/personne/jour)","Amandes non décortiquées","2017","Kcal/personne/jour","0.08"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire en quantité (g/personne/jour)","Amandes non décortiquées","2017","g/personne/jour","0.03"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité de protéines en quantité (g/personne/jour)","Amandes non décortiquées","2017","g/personne/jour","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité de matière grasse en quantité (g/personne/jour)","Amandes non décortiquées","2017","g/personne/jour","0.01"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Calories/Année","Amandes non décortiquées","2017","million kcal","2427.58"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Protéines/Année","Amandes non décortiquées","2017","tonnes","79.99"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Matière Grasse/Année","Amandes non décortiquées","2017","tonnes","209.73"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Importations - Quantité","Amandes, écalées","2017","tonnes","96781.97"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Exportations - Quantité","Amandes, écalées","2017","tonnes","14560.78"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Résidus","Amandes, écalées","2017","tonnes","0"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire en quantité (tonnes)","Amandes, écalées","2017","tonnes","82221.19"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire (Kcal/personne/jour)","Amandes, écalées","2017","Kcal/personne/jour","16.63"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité alimentaire en quantité (g/personne/jour)","Amandes, écalées","2017","g/personne/jour","2.73"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité de protéines en quantité (g/personne/jour)","Amandes, écalées","2017","g/personne/jour","0.55"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Disponibilité de matière grasse en quantité (g/personne/jour)","Amandes, écalées","2017","g/personne/jour","1.44"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Calories/Année","Amandes, écalées","2017","million kcal","501549.28"
"Compte Disponibilités et Utilisations (CDU) (2010-)","Allemagne","Protéines/Année","Amandes, écalées","2017","tonnes","16526.46"
